name,itad_id,is_free,has_discount,discount_pct,current_price,regular_price,best_shop,history_low_all,history_low_y1,history_low_m3
Quake Champions,018d937f-1729-7241-9002-fc1d98cbd266,True,,,0.0,0.0,Steam,4.99,,
GunZ 2: The Second Duel,018d937f-2bb7-7022-9ec3-b600be51bb9f,True,,,0.0,0.0,Steam,,,
Sleeping Dogs: Definitive Edition,018d937e-fd10-71e8-b295-945b5de8e4c2,False,True,85.0,2.99,19.99,Humble Store,1.99,2.99,2.99
Far Cry 5,018d937e-ff81-721c-b0a9-797caababfd7,False,True,86.0,8.1,59.99,GreenManGaming,5.0,8.1,8.1
"Warhammer 40,000: Dawn of War II - Anniversary Edition (Classic)",019d87d9-088e-7097-9c70-5a0cc1fe3354,False,True,82.0,8.99,49.99,Fanatical,3.99,7.96,8.36
Clair Obscur: Expedition 33,018ffe0d-15a7-7247-bb3c-4e5e1980561f,False,True,32.0,33.84,49.99,GameBillet,30.79,30.79,32.59
BLOCKADE 3D,018d937f-2119-720e-81cd-da6fd18b05d9,True,,,0.0,0.0,Steam,,,
Slay the Spire,018d937f-285e-7065-a58b-23400688cc12,False,False,0.0,24.99,24.99,GOG,2.49,2.49,6.24
Football Manager 2023,018d937f-64a5-720b-a07c-51f3cc445588,,,,,,,,,
Survarium,018d937f-3485-7185-8889-1622af51b34c,,,,,,,,,
Metro Exodus,018d937f-1e66-7184-b1d7-1634c8fc9df4,False,True,85.0,4.49,29.99,GOG,2.99,2.99,4.49
BioShock 2 Remastered,018d937f-1163-73c6-8a57-2660e40ceaf0,False,True,85.0,2.99,19.99,Epic Game Store,2.99,2.99,2.99
The Descendant,018d937f-2da6-7244-a321-43ab6acf9267,False,True,15.0,12.55,14.77,GamesPlanet UK,0.56,1.29,1.29
Fishing Planet,018d937f-2efd-726b-8bef-2c81fbc62dfa,True,,,0.0,0.0,Steam,19.93,,
Sniper Elite 5,018d937f-5e0e-71d6-a8ac-f36fbe3897db,False,True,92.0,3.99,49.99,Fanatical,3.49,3.49,3.49
Ultimate Custom Night,018d937f-30be-7090-96c2-a66dbb4b1b71,False,False,0.0,0.0,0.0,Steam,7.99,7.99,7.99
Super Meat Boy,018d937f-22a3-73c2-b90f-0ea5c89c6ab9,False,True,93.0,1.04,14.99,Epic Game Store,0.74,0.74,0.89
Kingdom Two Crowns,018d937e-f969-72ed-a245-152dad151e29,False,True,83.0,3.32,19.99,GameBillet,3.32,3.32,3.32
The Bureau: XCOM Declassified,018d937f-0403-726b-9cdd-c51bb324a406,False,True,83.0,3.45,19.99,GameBillet,3.4,3.45,3.45
Mirror,018d95f3-2069-707e-87ec-fc35c108a38c,False,False,0.0,1.99,1.99,Steam,0.79,0.79,0.79
Need For Speed: Hot Pursuit,018d937f-05c5-7214-8e83-90c35063ae7a,,,,,,,,,
Assassin's Creed Syndicate,018d937e-fdd8-73fc-b6f2-669d6969f960,False,True,77.0,6.75,29.99,GreenManGaming,3.96,3.96,6.75
Cities: Skylines II,018d937f-6b8e-701a-8b52-fc6645051dd6,False,True,38.0,30.75,49.99,GameBillet,30.75,30.75,30.75
DAVE THE DIVER,018d937f-6193-709d-abb2-957fd9982d2f,False,True,55.0,8.99,19.99,Fanatical,7.79,7.79,8.39
Starbound,018d937e-ea37-73f8-b1a9-a6869e3c024d,False,True,50.0,7.49,14.99,GOG,3.74,4.49,7.49
Escape the Backrooms,018d937f-619b-7030-921e-96f4eaf27dda,False,True,32.0,6.75,9.99,GameBillet,4.55,4.55,6.26
Buckshot Roulette,018d937f-7a39-718f-b8f4-0bb6e988bc28,False,True,40.0,1.79,2.99,Steam,1.78,1.78,1.78
Pathfinder: Wrath of the Righteous - Enhanced Edition,018d937f-65f2-73ff-9da2-7b422ba45745,False,True,74.0,5.27,19.99,Playsum,3.03,3.94,3.96
A Story About My Uncle,018d937f-1a87-7321-b71d-a0e59c1d7a77,False,True,80.0,2.99,14.99,Humble Store,0.49,1.69,2.99
Party Animals,018d937f-063c-71f6-8d23-727861480328,False,False,0.0,19.99,19.99,Gamesporium,9.0,9.99,11.99
Street Fighter V,018d937e-f488-72b9-88ec-a6021e428927,False,False,0.0,19.98,19.99,eTail.Market,3.55,19.98,19.98
STAR WARS: The Old Republic,018d937e-fee0-7282-a941-79b836cd376d,True,,,0.0,0.0,Steam,19.99,,
BattleBlock Theater,018d937f-07fe-729b-910f-3823f93c08eb,False,False,0.0,14.99,14.99,Steam,1.49,4.49,4.49
Dwarf Fortress,018d937f-139f-7102-bcaa-2b6ae4e56e5a,False,True,20.0,23.99,29.99,Humble Store,23.99,23.99,23.99
Barotrauma,018d937f-0129-7250-9a75-9b5223b3742a,False,True,60.0,13.95,34.99,GameBillet,3.49,3.49,12.99
Gunfire Reborn,018d937f-4257-70c8-bd0e-87bba91f2935,False,False,0.0,19.99,19.99,Humble Store,9.47,10.99,13.99
Neon Abyss,018d937f-380a-72e5-8720-6e50d31974c6,False,True,79.0,4.25,19.99,GreenManGaming,2.88,2.88,3.95
Clicker Heroes,018d937f-2034-7185-b008-fbfc220c309f,True,,,0.0,0.0,Steam,,,
Football Manager 2022,018d937f-58de-725d-9f31-657a07b950c1,,,,,,,,,
Content Warning,018e9a66-76fa-71c2-97a6-ba246ef7427f,False,True,30.0,5.59,7.99,Humble Store,3.86,3.86,3.86
封灵档案,018d937f-4b41-70d2-a778-7cc1493525b1,,,,,,,,,
Chivalry 2,018d937f-3a69-719a-a766-acba4a891b96,False,True,80.0,7.99,39.99,Humble Store,2.59,2.59,3.99
Grand Theft Auto III,018d937f-223e-7372-9fca-fa02e0652441,,,,,,,,,
Assetto Corsa,018d937f-0192-714b-abce-17e006566a8d,False,True,81.0,3.85,19.99,GameBillet,1.54,3.85,3.85
Northgard: Definitive Edition,019abae2-bdde-72d5-82eb-e03666440cff,False,False,0.0,34.99,34.99,Epic Game Store,7.49,29.99,34.99
Star Conflict,018d937f-010c-7126-bd87-f9cf8fee68f6,True,,,0.0,0.0,Steam,,,
Shadowrun Returns,018d937f-362d-707d-b05a-be11b78dea12,False,True,75.0,3.75,14.99,GOG,1.49,3.4,3.4
Killing Floor 2,018d937f-327d-7178-8eb7-79e76361b4dc,False,True,90.0,2.99,29.99,Humble Store,1.49,1.95,2.99
Who's Your Daddy?!,018d937f-03d7-70fc-9c0c-3c36a90724d0,False,True,50.0,4.99,9.99,Microsoft Store,0.99,3.09,4.99
Age of Empires II: Definitive Edition,018d937e-ea24-70bd-91e9-b1a8c6782f58,False,True,13.0,17.49,19.99,Newegg,4.25,9.89,9.89
Braveland,018d937f-0e13-72cb-9808-4487453f4f18,False,True,90.0,0.99,9.99,Steam,0.37,0.99,0.99
Mortal Kombat 11,018d937f-132d-72f2-b1d6-ef9eaabb3203,False,True,92.0,4.14,49.99,GameBillet,2.49,2.49,3.87
Brotato,018d937f-64e8-73ff-b9b0-8449b0a8eb8c,False,True,5.0,4.74,4.99,GamesPlanet US,2.99,2.99,2.99
ARK: Survival Of The Fittest,018d937f-2d2e-72d2-a6ff-f103bdfeb675,,,,,,,,,
The Lord of the Rings Online,018d9572-a394-7210-8c51-e04713b2df64,True,,,0.0,0.0,Steam,,,
SCP: Secret Laboratory,018d937f-03a6-7148-82df-59277ac6580f,True,,,0.0,0.0,Steam,0.49,,
DARK SOULS III,018d937f-209c-7223-8ead-671a11f25e7e,False,True,37.0,37.99,59.99,GameBillet,5.99,23.14,24.01
Mortal Kombat X,018d937f-0c3b-716c-9b8d-b420f9850264,False,True,83.0,3.3,19.99,GameBillet,2.49,3.08,3.16
Arma 2: Operation Arrowhead,018d937e-ff35-71b0-8bfb-6083d333bc94,False,False,0.0,19.99,19.99,Steam,2.99,3.99,3.99
South Park: The Stick of Truth,018d937e-ea28-7385-82ae-194da55d7217,False,True,77.0,6.75,29.99,GreenManGaming,1.0,5.4,6.75
Nioh: Complete Edition,018d937e-ff9a-7155-8cc8-0f2b7c01ded6,False,True,85.0,7.49,49.99,Epic Game Store,4.2,4.2,4.2
Blender,018d937f-08bb-72d1-9a4a-d63dd3e0dc9a,True,,,0.0,0.0,Steam,,,
Kenshi,018d937e-f4aa-70cb-95d4-a5c09d41f310,False,True,60.0,11.99,29.99,Epic Game Store,4.49,11.99,11.99
Guacamelee! Super Turbo Championship Edition,018d937e-ea6e-7178-ab1d-c18c6a48462e,False,True,80.0,3.04,14.99,GameBillet,1.49,2.0,3.04
Deceit,018d937f-07f3-72cf-974e-588a4ec9d5ec,,,,,,,,,
Manor Lords,018d937f-43f3-7181-a7ef-f059395e87bc,False,True,35.0,25.99,39.99,Humble Store,19.79,19.79,22.33
Total War: WARHAMMER II,018d937f-19bf-7267-b295-082ae0d3557e,False,True,78.0,13.46,59.99,GameBillet,1.0,12.56,13.46
Company of Heroes - Legacy Edition,018d937f-0c7f-73bf-9824-d7b50e1acb52,,,,,,,,,
Guild Wars 2,018d937e-f8e0-72c9-8f3c-0c3f92129010,True,,,0.0,0.0,Steam,17.26,,
Car Mechanic Simulator 2018,018d937f-33e8-72ed-a34e-8397d3f83437,False,True,100.0,0.0,19.99,Steam,1.99,1.99,1.99
Moonlighter,018d937f-037b-72ec-bb12-226c3ec8334b,False,True,88.0,2.34,19.99,GameBillet,1.39,1.39,1.73
Kingdom: Classic,018d937f-12d8-7124-9366-76b11c1d43cb,True,,,0.0,0.0,Steam,0.39,,
Vindictus,018d937f-37c0-720e-ac81-0cf83583d572,True,,,0.0,0.0,Steam,,,
Ori and the Will of the Wisps,018d937f-3cc5-7116-b8e1-06ca7dd2e7ca,False,False,0.0,29.99,29.99,Steam,5.99,7.49,7.49
Dying Light 2 Stay Human: Reloaded Edition,018dd0ec-ce78-7205-887b-cfc7b259ae00,False,True,75.0,14.99,59.99,Humble Store,14.99,14.99,14.99
PAYDAY The Heist,018d937f-105c-70ab-905f-cbc0d4bcba15,False,True,16.0,12.59,14.99,GameBillet,1.49,1.49,3.29
SPORE,018d937f-014d-73c0-8229-239746b507b2,False,False,0.0,19.99,19.99,Steam,1.99,4.99,4.99
Football Manager 2020,018d937e-f041-71a3-8511-fd62cafbf203,,,,,,,,,
Deathmatch Classic,018d937f-30dc-731c-a536-1f12d608703d,False,False,0.0,4.99,4.99,Steam,0.49,1.24,1.24
Wolfenstein: The New Order,018d937f-11e6-715a-a82c-205cfda90ddd,False,True,78.0,4.49,19.99,Fanatical,3.4,3.99,4.29
The Stanley Parable,018d937f-060b-7399-9cd9-f894b77fb9a9,False,False,0.0,14.99,14.99,Humble Store,2.25,7.49,7.49
Codename CURE,018d937f-1384-7171-b4f6-f2ec7e15d708,True,,,0.0,0.0,Steam,,,
The Elder Scrolls V: Skyrim,018d937f-2b23-73a3-9b40-d93860065d00,,,,,,,,,
Loadout,018d937e-fd88-704a-b728-cae33dc2ef4c,,,,,,,,,
MultiVersus,018d937f-618d-71f5-bb24-989b0a740087,,,,,,,,,
Hotline Miami,018d937f-1991-707d-9471-9514de905e38,False,True,80.0,1.99,9.99,Humble Store,0.75,1.78,1.78
"Warhammer 40,000: Space Marine - Anniversary Edition",018d937f-570a-7137-82a4-f7ff6e9b3d42,False,True,78.0,8.75,39.99,GameBillet,7.49,7.96,8.36
Fallout 3: Game of the Year Edition,018d937f-23f0-711e-ad7c-2cc0829d75f9,False,True,70.0,5.99,19.99,Fanatical,2.91,4.25,4.99
Metin2,018d937f-1c6f-73ad-a328-0c8a07093fff,,,,,,,,,
Resident Evil 4,018d937f-2eee-702c-853a-490e8f910db7,,,,,,,,,
Europa Universalis IV,018d937f-07fc-72ed-8517-d8e24cb1eb22,False,True,17.0,33.17,39.99,GameBillet,3.49,3.49,4.0
Transformice,018d937f-00ef-722b-9017-404fb63b4a31,True,,,0.0,0.0,Steam,,,
GRIS,018d937f-1056-73e9-8a9a-7595ec633fe4,False,True,80.0,2.99,14.99,Humble Store,1.49,1.49,2.67
Castle Crashers,018d937f-0bcf-7125-af41-d2931db714d6,False,False,0.0,14.99,14.99,Steam,1.49,1.49,4.49
The Red Solstice,018d937f-1188-7195-8d3a-4d07edd9cd08,False,False,0.0,9.99,9.99,Steam,0.99,0.99,0.99
SOMA,018d937e-fd30-70ab-baba-665d4b6c0baf,False,True,75.0,7.49,29.99,Steam,1.49,1.49,7.49
Hades,018d937f-33f0-7200-80fc-87f769196c84,False,False,0.0,24.99,24.99,Microsoft Store,6.24,6.24,6.24
HITMAN,018d937f-222d-7300-b046-874f2a8d710f,,,,,,,,,
DEVOUR,018d937f-45e6-71ce-9e29-913c574efcab,False,False,0.0,9.99,9.99,Humble Store,3.99,4.99,4.99
Hitman: Blood Money,018d937e-f9c8-727a-ad7b-cb2c440e3e66,False,True,90.0,0.99,9.99,GOG,0.73,0.78,0.99
AdVenture Capitalist,018d937f-0e6e-733f-a62b-5ab1a90335ad,True,,,0.0,0.0,Steam,3.99,,
Just Cause 2: Multiplayer Mod,018d937e-ea19-73d0-90a7-f24a8a657d88,True,,,0.0,0.0,Steam,,,
MORDHAU,018d937f-0bec-7031-9dfd-a18a2b0ea679,False,True,17.0,24.87,29.99,GameBillet,2.99,2.99,5.99
Fallout: New Vegas,018d937f-0896-71b1-94d9-82725d1e320a,False,True,56.0,4.44,9.99,Fanatical,0.99,0.99,0.99
